Time (s),x (m),y (m),yaw (rad),CTE (m),Orientation Error (rad),linear_x_cmd (m/s),linear_x (m/s),angular_z_cmd (rad/s),angular_z (rad/s),nearest s,look-ahead s
7.954501867,0.123109053,-0.162420968,2.018863198,0.028844473,-0.353082984,0.4,0.388000011,0.760063723,0.833999991,2.847160959,3.047160959
8.00474,0.117739334,-0.153188672,2.052710964,0.025959282,-0.31762575,0.4,0.400000006,0.705491856,0.790000021,2.857400057,3.057400057
8.056930304,0.106201005,-0.131987306,2.102978408,0.0188384,-0.26408433,0.4,0.407000005,0.654733548,0.878000021,2.880389951,3.080389951
8.106579065,0.093758537,-0.111654569,2.155066003,0.013041126,-0.209169835,0.4,0.400000006,0.549172422,0.878000021,2.903466676,3.103466676
8.154615164,0.079461986,-0.090886111,2.200947097,0.008298011,-0.160750872,0.4,0.404000014,0.463916537,0.833999991,2.928202746,3.128202746
8.203573227,0.079461986,-0.090886111,2.200947097,0.008298011,-0.160750872,0.4,0.400000006,0.459323295,0.614000022,2.928202746,3.128202746
8.25665164,0.05812026,-0.062459881,2.251393523,0.003146326,-0.107543127,0.4,0.388000011,0.350263064,0.657999992,2.963357267,3.163357267
8.304794788,0.048121781,-0.05027804,2.276493411,0.001566911,-0.081523843,0.4,0.400000006,0.293631416,0.526000023,2.979035387,3.179035387
8.354645252,0.037733501,-0.038214747,2.299003135,0.00035968,-0.0582754,0.4,0.404000014,0.23204391,0.481999993,2.994908597,3.194908597
8.404992104,0.021751873,-0.020633795,2.327329375,-0.000787234,-0.029202295,0.4,0.395999998,0.142273348,0.395000011,3.018637875,3.218637875
8.4550457,0.016185127,-0.000668521,2.350196997,-0.010971686,-0.006050762,0.4,0.400000006,0.259464495,0.351000011,3.03669248,3.23669248
8.504981995,0.011089387,0.009552639,2.358490861,-0.014596116,0.002295914,0.4,0.395999998,0.29798667,0.218999997,3.047523893,3.247523893
8.55472064,-0.000275187,0.020815199,2.367105664,-0.014524396,0.010827807,0.4,0.39199999,0.265147483,0.174999997,3.063523446,3.263523446
8.604687214,-0.011616848,0.031872842,2.374416741,-0.014326786,0.017867444,0.4,0.400000006,0.243587272,0.174999997,3.079358281,3.279358281
8.654708862,-0.02303866,0.042847676,2.380801702,-0.014019738,0.023792278,0.4,0.407000005,0.222798242,0.174999997,3.095188765,3.295188765
8.705350161,-0.040406184,0.059266409,2.390983349,-0.01338004,0.032919657,0.4,0.395999998,0.175968959,0.130999997,3.119065427,3.319065427
8.75461483,-0.063644681,0.080679231,2.40828136,-0.012178704,0.048150882,0.4,0.395999998,0.102918928,0.218999997,3.150615575,3.350615575
8.804588795,-0.075496035,0.091308936,2.417074767,-0.011387802,0.055607501,0.4,0.395999998,0.063502462,0.218999997,3.166500748,3.366500748
8.854547739,-0.087605774,0.101979097,2.425832643,-0.010467114,0.062803871,0.4,0.395999998,0.022780296,0.218999997,3.182597382,3.382597382
8.904912472,-0.099581259,0.112346926,2.434255463,-0.009451797,0.069488189,0.4,0.407000005,-0.018229163,0.174999997,3.198387489,3.398387489
8.955052137,-0.111867351,0.122813577,2.442357965,-0.008318916,0.075605568,0.4,0.404000014,-0.059208338,0.130999997,3.21447005,3.41447005
9.005419493,-0.130214128,0.138161525,2.449369344,-0.006489073,0.079264647,0.4,0.395999998,-0.098974324,0.130999997,3.238295049,3.438295049
9.054926634,-0.1548316,0.158480564,2.454196217,-0.003973246,0.078821939,0.4,0.400000006,-0.134460558,0.086999997,3.270088323,3.470088323
9.104536057,-0.167136177,0.168582217,2.453467495,-0.002743064,0.075106311,0.4,0.395999998,-0.135380289,-0.043000001,3.285950974,3.485950974
9.154682875,-0.179490766,0.178749035,2.45208916,-0.001575053,0.070474365,0.4,0.39199999,-0.131052782,-0.086999997,3.301901314,3.501901314
9.204931498,-0.194388887,0.185274169,2.452714698,0.003933137,0.067730056,0.4,0.395999998,-0.222800818,-0.130999997,3.317208752,3.517208752
